# controls: random and low-weight pairs
1 71 5b R1_random
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d902af B32_bit240
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d901af B32_bit241
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d907af B32_bit242
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d90baf B32_bit243
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d913af B32_bit244
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d923af B32_bit245
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d943af B32_bit246
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d983af B32_bit247
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903ae B32_bit248
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903ad B32_bit249
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903ab B32_bit250
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903a7 B32_bit251
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903bf B32_bit252
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d9038f B32_bit253
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903ef B32_bit254
32 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d903af 47f867d36868571c6bdcaaf2188edf5d67bf71a16c05759cc9b9f96559d9032f B32_bit255
16 2710bb91b897fce7edf82f0d7d2eb8ba 2610bb91b897fce7edf82f0d7d2eb8ba B16_bit0
16 2710bb91b897fce7edf82f0d7d2eb8ba 2510bb91b897fce7edf82f0d7d2eb8ba B16_bit1
16 2710bb91b897fce7edf82f0d7d2eb8ba 2310bb91b897fce7edf82f0d7d2eb8ba B16_bit2
16 2710bb91b897fce7edf82f0d7d2eb8ba 2f10bb91b897fce7edf82f0d7d2eb8ba B16_bit3
16 2710bb91b897fce7edf82f0d7d2eb8ba 3710bb91b897fce7edf82f0d7d2eb8ba B16_bit4
16 2710bb91b897fce7edf82f0d7d2eb8ba 0710bb91b897fce7edf82f0d7d2eb8ba B16_bit5
16 2710bb91b897fce7edf82f0d7d2eb8ba 6710bb91b897fce7edf82f0d7d2eb8ba B16_bit6
16 2710bb91b897fce7edf82f0d7d2eb8ba a710bb91b897fce7edf82f0d7d2eb8ba B16_bit7
16 2710bb91b897fce7edf82f0d7d2eb8ba 2711bb91b897fce7edf82f0d7d2eb8ba B16_bit8
16 2710bb91b897fce7edf82f0d7d2eb8ba 2712bb91b897fce7edf82f0d7d2eb8ba B16_bit9
16 2710bb91b897fce7edf82f0d7d2eb8ba 2714bb91b897fce7edf82f0d7d2eb8ba B16_bit10
16 2710bb91b897fce7edf82f0d7d2eb8ba 2718bb91b897fce7edf82f0d7d2eb8ba B16_bit11
16 2710bb91b897fce7edf82f0d7d2eb8ba 2700bb91b897fce7edf82f0d7d2eb8ba B16_bit12
16 2710bb91b897fce7edf82f0d7d2eb8ba 2730bb91b897fce7edf82f0d7d2eb8ba B16_bit13
16 2710bb91b897fce7edf82f0d7d2eb8ba 2750bb91b897fce7edf82f0d7d2eb8ba B16_bit14
16 2710bb91b897fce7edf82f0d7d2eb8ba 2790bb91b897fce7edf82f0d7d2eb8ba B16_bit15
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710ba91b897fce7edf82f0d7d2eb8ba B16_bit16
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710b991b897fce7edf82f0d7d2eb8ba B16_bit17
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bf91b897fce7edf82f0d7d2eb8ba B16_bit18
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710b391b897fce7edf82f0d7d2eb8ba B16_bit19
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710ab91b897fce7edf82f0d7d2eb8ba B16_bit20
16 2710bb91b897fce7edf82f0d7d2eb8ba 27109b91b897fce7edf82f0d7d2eb8ba B16_bit21
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710fb91b897fce7edf82f0d7d2eb8ba B16_bit22
16 2710bb91b897fce7edf82f0d7d2eb8ba 27103b91b897fce7edf82f0d7d2eb8ba B16_bit23
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb90b897fce7edf82f0d7d2eb8ba B16_bit24
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb93b897fce7edf82f0d7d2eb8ba B16_bit25
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb95b897fce7edf82f0d7d2eb8ba B16_bit26
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb99b897fce7edf82f0d7d2eb8ba B16_bit27
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb81b897fce7edf82f0d7d2eb8ba B16_bit28
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bbb1b897fce7edf82f0d7d2eb8ba B16_bit29
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bbd1b897fce7edf82f0d7d2eb8ba B16_bit30
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb11b897fce7edf82f0d7d2eb8ba B16_bit31
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b997fce7edf82f0d7d2eb8ba B16_bit32
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91ba97fce7edf82f0d7d2eb8ba B16_bit33
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91bc97fce7edf82f0d7d2eb8ba B16_bit34
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b097fce7edf82f0d7d2eb8ba B16_bit35
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91a897fce7edf82f0d7d2eb8ba B16_bit36
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb919897fce7edf82f0d7d2eb8ba B16_bit37
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91f897fce7edf82f0d7d2eb8ba B16_bit38
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb913897fce7edf82f0d7d2eb8ba B16_bit39
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b896fce7edf82f0d7d2eb8ba B16_bit40
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b895fce7edf82f0d7d2eb8ba B16_bit41
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b893fce7edf82f0d7d2eb8ba B16_bit42
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b89ffce7edf82f0d7d2eb8ba B16_bit43
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b887fce7edf82f0d7d2eb8ba B16_bit44
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b8b7fce7edf82f0d7d2eb8ba B16_bit45
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b8d7fce7edf82f0d7d2eb8ba B16_bit46
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b817fce7edf82f0d7d2eb8ba B16_bit47
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fde7edf82f0d7d2eb8ba B16_bit48
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fee7edf82f0d7d2eb8ba B16_bit49
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897f8e7edf82f0d7d2eb8ba B16_bit50
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897f4e7edf82f0d7d2eb8ba B16_bit51
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897ece7edf82f0d7d2eb8ba B16_bit52
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897dce7edf82f0d7d2eb8ba B16_bit53
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897bce7edf82f0d7d2eb8ba B16_bit54
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b8977ce7edf82f0d7d2eb8ba B16_bit55
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce6edf82f0d7d2eb8ba B16_bit56
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce5edf82f0d7d2eb8ba B16_bit57
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce3edf82f0d7d2eb8ba B16_bit58
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fcefedf82f0d7d2eb8ba B16_bit59
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fcf7edf82f0d7d2eb8ba B16_bit60
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fcc7edf82f0d7d2eb8ba B16_bit61
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fca7edf82f0d7d2eb8ba B16_bit62
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fc67edf82f0d7d2eb8ba B16_bit63
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7ecf82f0d7d2eb8ba B16_bit64
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7eff82f0d7d2eb8ba B16_bit65
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7e9f82f0d7d2eb8ba B16_bit66
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7e5f82f0d7d2eb8ba B16_bit67
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7fdf82f0d7d2eb8ba B16_bit68
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7cdf82f0d7d2eb8ba B16_bit69
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7adf82f0d7d2eb8ba B16_bit70
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce76df82f0d7d2eb8ba B16_bit71
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf92f0d7d2eb8ba B16_bit72
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edfa2f0d7d2eb8ba B16_bit73
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edfc2f0d7d2eb8ba B16_bit74
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf02f0d7d2eb8ba B16_bit75
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7ede82f0d7d2eb8ba B16_bit76
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edd82f0d7d2eb8ba B16_bit77
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edb82f0d7d2eb8ba B16_bit78
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7ed782f0d7d2eb8ba B16_bit79
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82e0d7d2eb8ba B16_bit80
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82d0d7d2eb8ba B16_bit81
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82b0d7d2eb8ba B16_bit82
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf8270d7d2eb8ba B16_bit83
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf83f0d7d2eb8ba B16_bit84
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf80f0d7d2eb8ba B16_bit85
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf86f0d7d2eb8ba B16_bit86
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf8af0d7d2eb8ba B16_bit87
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0c7d2eb8ba B16_bit88
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0f7d2eb8ba B16_bit89
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f097d2eb8ba B16_bit90
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f057d2eb8ba B16_bit91
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f1d7d2eb8ba B16_bit92
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f2d7d2eb8ba B16_bit93
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f4d7d2eb8ba B16_bit94
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f8d7d2eb8ba B16_bit95
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7c2eb8ba B16_bit96
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7f2eb8ba B16_bit97
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d792eb8ba B16_bit98
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d752eb8ba B16_bit99
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d6d2eb8ba B16_bit100
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d5d2eb8ba B16_bit101
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d3d2eb8ba B16_bit102
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0dfd2eb8ba B16_bit103
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2fb8ba B16_bit104
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2cb8ba B16_bit105
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2ab8ba B16_bit106
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d26b8ba B16_bit107
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d3eb8ba B16_bit108
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d0eb8ba B16_bit109
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d6eb8ba B16_bit110
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7daeb8ba B16_bit111
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb9ba B16_bit112
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2ebaba B16_bit113
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2ebcba B16_bit114
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb0ba B16_bit115
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2ea8ba B16_bit116
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2e98ba B16_bit117
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2ef8ba B16_bit118
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2e38ba B16_bit119
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8bb B16_bit120
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8b8 B16_bit121
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8be B16_bit122
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8b2 B16_bit123
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8aa B16_bit124
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb89a B16_bit125
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb8fa B16_bit126
16 2710bb91b897fce7edf82f0d7d2eb8ba 2710bb91b897fce7edf82f0d7d2eb83a B16_bit127
8 5881e649554961db 5981e649554961db B8_bit0
8 5881e649554961db 5a81e649554961db B8_bit1
8 5881e649554961db 5c81e649554961db B8_bit2
8 5881e649554961db 5081e649554961db B8_bit3
8 5881e649554961db 4881e649554961db B8_bit4
8 5881e649554961db 7881e649554961db B8_bit5
8 5881e649554961db 1881e649554961db B8_bit6
8 5881e649554961db d881e649554961db B8_bit7
8 5881e649554961db 5880e649554961db B8_bit8
8 5881e649554961db 5883e649554961db B8_bit9
8 5881e649554961db 5885e649554961db B8_bit10
8 5881e649554961db 5889e649554961db B8_bit11
8 5881e649554961db 5891e649554961db B8_bit12
8 5881e649554961db 58a1e649554961db B8_bit13
8 5881e649554961db 58c1e649554961db B8_bit14
8 5881e649554961db 5801e649554961db B8_bit15
8 5881e649554961db 5881e749554961db B8_bit16
8 5881e649554961db 5881e449554961db B8_bit17
8 5881e649554961db 5881e249554961db B8_bit18
8 5881e649554961db 5881ee49554961db B8_bit19
8 5881e649554961db 5881f649554961db B8_bit20
8 5881e649554961db 5881c649554961db B8_bit21
8 5881e649554961db 5881a649554961db B8_bit22
8 5881e649554961db 58816649554961db B8_bit23
8 5881e649554961db 5881e648554961db B8_bit24
8 5881e649554961db 5881e64b554961db B8_bit25
8 5881e649554961db 5881e64d554961db B8_bit26
8 5881e649554961db 5881e641554961db B8_bit27
8 5881e649554961db 5881e659554961db B8_bit28
8 5881e649554961db 5881e669554961db B8_bit29
8 5881e649554961db 5881e609554961db B8_bit30
8 5881e649554961db 5881e6c9554961db B8_bit31
8 5881e649554961db 5881e649544961db B8_bit32
8 5881e649554961db 5881e649574961db B8_bit33
8 5881e649554961db 5881e649514961db B8_bit34
8 5881e649554961db 5881e6495d4961db B8_bit35
8 5881e649554961db 5881e649454961db B8_bit36
8 5881e649554961db 5881e649754961db B8_bit37
8 5881e649554961db 5881e649154961db B8_bit38
8 5881e649554961db 5881e649d54961db B8_bit39
8 5881e649554961db 5881e649554861db B8_bit40
8 5881e649554961db 5881e649554b61db B8_bit41
8 5881e649554961db 5881e649554d61db B8_bit42
8 5881e649554961db 5881e649554161db B8_bit43
8 5881e649554961db 5881e649555961db B8_bit44
8 5881e649554961db 5881e649556961db B8_bit45
8 5881e649554961db 5881e649550961db B8_bit46
8 5881e649554961db 5881e64955c961db B8_bit47
8 5881e649554961db 5881e649554960db B8_bit48
8 5881e649554961db 5881e649554963db B8_bit49
8 5881e649554961db 5881e649554965db B8_bit50
8 5881e649554961db 5881e649554969db B8_bit51
8 5881e649554961db 5881e649554971db B8_bit52
8 5881e649554961db 5881e649554941db B8_bit53
8 5881e649554961db 5881e649554921db B8_bit54
8 5881e649554961db 5881e6495549e1db B8_bit55
8 5881e649554961db 5881e649554961da B8_bit56
8 5881e649554961db 5881e649554961d9 B8_bit57
8 5881e649554961db 5881e649554961df B8_bit58
8 5881e649554961db 5881e649554961d3 B8_bit59
8 5881e649554961db 5881e649554961cb B8_bit60
8 5881e649554961db 5881e649554961fb B8_bit61
8 5881e649554961db 5881e6495549619b B8_bit62
8 5881e649554961db 5881e6495549615b B8_bit63
